step,train_loss
1760,13.1875
1761,15.25
1762,12.75
1763,9.375
1764,14.875
1765,10.25
1766,16.625
1767,10.125
1768,13.125
1769,15.625
1770,13.375
1771,10.6875
1772,11.6875
1773,10.875
1774,10.75
1775,9.4375
1776,10.75
1777,12.375
1778,14.625
1779,16.75
1780,13.1875
1781,10.5
1782,13.8125
1783,13.0
1784,11.75
1785,8.625
1786,10.375
1787,10.875
1788,14.8125
1789,12.5
1790,14.3125
1791,14.375
1792,12.125
1793,14.4375
1794,7.90625
1795,9.375
1796,14.25
1797,13.0
1798,8.25
1799,15.0
1800,14.0
1801,11.875
1802,10.75
1803,11.125
1804,11.0
1805,11.5
1806,13.625
1807,10.875
1808,13.125
1809,10.4375
1810,14.0
1811,13.625
1812,11.625
1813,13.5625
1814,13.75
1815,10.5
1816,9.5
1817,13.5
1818,12.625
1819,10.0625
1820,10.75
1821,12.5
1822,10.3125
1823,11.875
1824,11.0
1825,11.125
1826,11.25
1827,13.125
1828,12.8125
1829,11.25
1830,15.0625
1831,11.375
1832,15.75
1833,9.375
1834,9.625
1835,11.75
1836,12.0
1837,13.75
1838,13.25
1839,9.9375
1840,13.375
1841,13.125
1842,11.375
1843,12.625
1844,12.6875
1845,11.9375
1846,12.25
1847,13.5625
1848,12.75
1849,12.25
1850,15.125
1851,12.3125
1852,8.1875
1853,13.0625
1854,11.125
1855,10.25
1856,12.875
1857,12.75
1858,13.5
1859,10.6875
1860,12.875
1861,8.0
1862,11.75
1863,9.3125
1864,12.625
1865,13.4375
1866,11.875
1867,13.25
1868,12.4375
1869,11.5
1870,10.6875
1871,12.75
1872,14.0625
1873,15.25
1874,12.9375
1875,10.875
1876,12.25
1877,11.5625
1878,10.875
1879,9.75
1880,9.5625
1881,11.8125
1882,14.25
1883,12.9375
1884,13.5
1885,10.75
1886,12.5
1887,10.3125
1888,12.125
1889,11.0
1890,13.5625
1891,11.6875
1892,10.125
1893,13.3125
1894,13.5
1895,14.375
1896,9.125
1897,8.5
1898,13.4375
1899,10.5
1900,11.9375
1901,13.125
1902,12.5
1903,13.875
1904,11.9375
1905,12.875
1906,13.125
1907,13.0
1908,14.4375
1909,9.75
1910,13.8125
1911,12.25
1912,14.625
1913,13.125
1914,12.875
1915,14.9375
1916,11.375
1917,9.5625
1918,14.0
1919,14.125
1920,8.5625
1921,11.9375
1922,14.0625
1923,9.25
1924,10.1875
1925,10.875
1926,13.1875
1927,15.375
1928,13.75
1929,13.25
1930,13.625
1931,11.8125
1932,14.3125
1933,8.8125
1934,12.625
1935,14.125
1936,15.5
1937,12.625
1938,12.125
1939,11.5
1940,11.0
1941,13.5
1942,11.75
1943,13.375
1944,13.25
1945,11.375
1946,13.75
1947,13.375
1948,10.125
1949,10.125
1950,8.875
1951,12.125
1952,10.9375
1953,13.125
1954,9.125
1955,11.0
1956,10.625
1957,8.875
1958,12.875
1959,10.9375
1960,13.875
1961,12.4375
1962,10.1875
1963,11.5
1964,11.0
1965,13.25
1966,12.6875
1967,12.625
1968,10.5
1969,10.5
1970,13.25
1971,11.25
1972,13.25
1973,12.0
1974,12.625
1975,13.625
1976,11.875
1977,11.0
1978,12.625
1979,10.25
1980,13.375
1981,10.75
1982,12.625
1983,15.125
1984,11.5
1985,12.5625
1986,12.125
1987,8.9375
1988,11.0
1989,12.5625
1990,11.375
1991,13.9375
1992,8.125
1993,13.125
1994,12.0
1995,13.5625
1996,12.25
1997,14.4375
1998,9.5625
1999,13.0625
2000,12.6875
2001,14.25
2002,12.125
2003,11.375
2004,8.75
2005,11.6875
2006,11.0
2007,12.875
2008,12.125
2009,11.6875
2010,11.875
2011,11.8125
2012,14.625
2013,14.625
2014,12.75
2015,8.9375
2016,7.15625
2017,15.0625
2018,12.9375
2019,10.0
2020,12.75
2021,13.3125
2022,14.4375
2023,14.9375
2024,12.1875
2025,10.375
2026,12.4375
2027,14.25
2028,11.0625
2029,9.125
2030,12.875
2031,7.625
2032,11.625
2033,17.25
2034,12.125
2035,12.625
2036,11.6875
2037,12.375
2038,12.6875
2039,11.75
2040,12.875
2041,10.6875
2042,11.0
2043,12.0625
2044,16.0
2045,12.5
2046,13.25
2047,11.3125
2048,12.5
2049,13.5
2050,12.0
2051,11.6875
2052,15.25
2053,10.125
2054,13.8125
2055,10.25
2056,9.75
2057,9.625
2058,11.1875
2059,10.25
2060,10.4375
2061,11.0
2062,9.3125
2063,10.0625
2064,13.5625
2065,14.375
2066,12.625
2067,12.25
2068,11.25
2069,9.1875
2070,14.25
2071,12.5
2072,11.875
2073,10.3125
2074,14.5625
2075,13.875
2076,12.625
2077,11.4375
2078,8.5
2079,10.125
2080,11.875
2081,13.125
2082,9.5625
2083,11.9375
2084,13.375
2085,13.0
2086,12.1875
2087,8.75
2088,15.5
2089,14.875
2090,11.5
2091,12.125
2092,14.25
2093,13.5
2094,11.875
2095,14.375
2096,12.625
2097,14.875
2098,12.0
2099,10.0
2100,11.25
2101,12.875
2102,13.625
2103,13.375
2104,13.875
2105,11.625
2106,13.125
2107,11.625
2108,15.375
2109,14.625
2110,10.9375
2111,8.9375
2112,11.0
2113,13.4375
2114,13.125
2115,13.875
2116,8.875
2117,12.375
2118,11.75
2119,9.0
2120,13.6875
2121,13.75
2122,11.9375
2123,10.1875
2124,9.25
2125,14.5
2126,12.875
2127,12.8125
2128,11.875
2129,14.0
2130,10.75
2131,12.875
2132,12.375
2133,12.75
2134,11.75
2135,11.6875
2136,11.1875
2137,10.8125
2138,13.6875
2139,13.0
2140,13.75
2141,12.125
2142,12.3125
2143,12.125
2144,11.625
2145,12.125
2146,7.6875
2147,8.9375
2148,8.5
2149,14.25
2150,11.125
2151,14.125
2152,15.0
2153,9.125
2154,10.0
2155,11.0
2156,10.875
2157,10.625
2158,12.125
2159,12.75
2160,10.6875
2161,9.75
2162,12.5
2163,12.625
2164,13.0
2165,13.0
2166,10.0
2167,12.8125
2168,14.875
2169,14.875
2170,12.375
2171,11.1875
2172,13.875
2173,11.5
2174,8.6875
2175,11.875
2176,10.25
2177,10.0
2178,14.625
2179,12.9375
2180,11.5
2181,13.0
2182,11.25
2183,11.875
2184,12.1875
2185,13.3125
2186,13.375
2187,8.25
2188,15.5
2189,12.125
2190,9.125
2191,10.875
2192,13.875
2193,10.0
2194,12.625
2195,9.5625
2196,11.625
2197,9.875
2198,11.8125
2199,11.0
2200,12.25
2201,12.25
2202,13.25
2203,12.75
2204,13.5
2205,14.125
2206,11.9375
2207,10.4375
2208,14.5625
2209,12.375
2210,15.5
2211,12.0625
2212,9.4375
2213,11.625
2214,11.8125
2215,9.75
2216,11.875
2217,11.9375
2218,10.625
2219,11.6875
2220,10.0
2221,12.8125
2222,13.0
2223,11.375
2224,12.25
2225,13.0
2226,14.0
2227,9.75
2228,10.375
2229,9.25
2230,9.9375
2231,12.375
2232,12.9375
2233,14.5
2234,12.25
2235,9.5
2236,14.25
2237,10.5
2238,13.375
2239,11.5625
2240,12.1875
2241,8.375
2242,9.0
2243,10.0
2244,9.875
2245,13.5
2246,9.625
2247,15.25
2248,12.125
2249,11.125
2250,12.5
2251,10.25
2252,13.0
2253,10.875
2254,11.125
2255,10.5
2256,15.25
2257,12.5625
2258,11.0
2259,12.5
2260,12.125
2261,12.5
2262,9.125
2263,9.625
2264,14.375
2265,12.125
2266,13.8125
2267,12.9375
2268,14.625
2269,11.25
2270,13.125
2271,11.0625
2272,11.3125
2273,14.125
2274,13.9375
2275,14.4375
2276,10.625
2277,9.875
2278,10.0
2279,12.625
2280,11.75
2281,11.5
2282,8.625
2283,10.375
2284,11.875
2285,13.0
2286,9.3125
2287,13.875
2288,12.8125
2289,10.375
2290,8.5625
2291,9.75
2292,13.4375
2293,11.875
2294,10.1875
2295,11.125
2296,9.375
2297,14.0
2298,12.125
2299,9.9375
2300,11.375
2301,12.3125
2302,12.625
2303,12.5
2304,10.25
2305,15.5
2306,11.625
2307,14.875
2308,10.5625
2309,11.125
2310,11.5625
2311,14.375
2312,12.5
2313,8.75
2314,11.875
2315,13.1875
2316,11.625
2317,11.25
2318,10.875
2319,12.5
2320,12.5
2321,13.5
2322,13.375
2323,12.375
2324,14.625
2325,11.5
2326,10.75
2327,9.6875
2328,13.9375
2329,13.4375
2330,14.1875
2331,11.4375
2332,11.875
2333,10.9375
2334,12.5
2335,12.0
2336,11.875
2337,12.1875
2338,8.625
2339,10.875
2340,13.25
2341,10.125
2342,8.5625
2343,10.875
2344,11.125
2345,12.625
2346,9.75
2347,9.25
2348,11.625
2349,13.5
2350,10.0
2351,10.1875
2352,12.75
2353,12.1875
2354,14.5
2355,11.625
2356,13.125
2357,11.5
2358,12.75
2359,11.5
2360,10.375
2361,12.1875
2362,14.125
2363,9.6875
2364,10.4375
2365,12.8125
2366,9.125
2367,11.5
2368,10.875
2369,10.75
2370,10.8125
2371,10.875
2372,10.875
2373,10.875
2374,15.25
2375,11.0
2376,10.25
2377,12.6875
2378,12.0625
2379,11.5
2380,8.625
2381,10.9375
2382,10.75
2383,11.0625
2384,13.375
2385,12.1875
2386,10.125
2387,14.375
2388,10.25
2389,12.125
2390,12.0
2391,10.625
2392,10.5
2393,14.0
2394,12.6875
2395,11.125
2396,9.5
2397,13.0625
2398,11.5
2399,12.625
2400,11.1875
2401,9.25
2402,8.5625
2403,11.5
2404,11.6875
2405,11.0
2406,13.0625
2407,12.125
2408,13.8125
2409,13.625
2410,11.75
2411,12.0
2412,12.4375
2413,14.25
2414,12.0
2415,9.8125
2416,12.25
2417,9.875
2418,13.25
2419,14.0625
2420,10.0
2421,12.75
2422,10.25
2423,9.125
2424,13.375
2425,12.25
2426,10.375
2427,13.375
2428,15.875
2429,12.875
2430,13.25
2431,10.9375
2432,11.375
2433,9.9375
2434,12.8125
2435,13.875
2436,11.375
2437,12.5
2438,9.875
2439,11.5
2440,13.125
2441,9.6875
2442,12.25
2443,11.8125
2444,10.125
2445,7.84375
2446,9.875
2447,14.875
2448,13.5
2449,11.875
2450,11.375
2451,12.25
2452,12.375
2453,10.875
2454,11.4375
2455,9.625
2456,11.75
2457,11.6875
2458,10.875
2459,9.5
2460,9.4375
2461,10.0625
2462,11.75
2463,12.625
2464,14.375
2465,9.625
2466,9.375
2467,12.75
2468,14.5
2469,10.375
2470,13.25
2471,11.125
2472,12.375
2473,12.5625
2474,11.5
2475,10.125
2476,11.125
2477,10.25
2478,14.125
2479,13.375
2480,12.5
2481,10.625
2482,12.375
2483,11.75
2484,10.4375
2485,12.6875
2486,11.375
2487,11.875
2488,12.125
2489,7.6875
2490,13.5
2491,14.75
2492,11.375
2493,9.4375
2494,12.125
2495,14.6875
2496,11.25
2497,12.75
2498,13.75
2499,10.3125
2500,9.875
2501,9.625
2502,14.3125
2503,12.25
2504,11.75
2505,11.625
2506,11.25
2507,9.25
2508,12.375
2509,9.875
2510,13.5
2511,10.875
2512,15.0
2513,12.8125
2514,9.4375
2515,10.125
2516,12.875
2517,11.5
2518,12.75
2519,13.0
2520,9.75
2521,12.75
2522,9.0
2523,10.5
2524,8.375
2525,12.25
2526,11.75
2527,10.0
2528,12.5
2529,7.875
2530,12.25
2531,12.625
2532,11.75
2533,11.875
2534,12.25
2535,12.875
2536,11.4375
2537,9.0
2538,11.625
2539,12.375
2540,12.125
2541,9.125
2542,8.125
2543,12.375
2544,12.0
2545,10.125
2546,13.125
2547,12.0
2548,9.25
2549,10.375
2550,9.375
2551,12.25
2552,10.75
2553,9.25
2554,9.25
2555,10.4375
2556,12.25
2557,13.0
2558,10.0
2559,9.8125
2560,9.0625
2561,10.875
2562,12.6875
2563,11.375
2564,12.375
2565,11.5
2566,10.875
2567,8.5
2568,14.0625
2569,12.0
2570,10.25
2571,9.75
2572,13.0
2573,9.1875
2574,13.0
2575,11.375
2576,12.4375
2577,8.875
2578,12.5625
2579,11.875
2580,10.125
2581,10.4375
2582,11.125
2583,13.0625
2584,12.5
2585,12.125
2586,12.0
2587,13.5
2588,10.0
2589,10.8125
2590,9.0
2591,11.125
2592,12.4375
2593,9.625
2594,11.875
2595,9.625
2596,11.625
2597,14.5
2598,11.375
2599,12.75
2600,12.25
2601,11.625
2602,11.625
2603,8.5625
2604,10.875
2605,13.5
2606,11.0625
2607,13.625
2608,9.875
2609,11.6875
2610,10.3125
2611,8.4375
2612,10.8125
2613,11.6875
2614,14.0
2615,12.0
2616,14.25
2617,10.25
2618,12.875
2619,12.875
2620,12.0
2621,13.3125
2622,11.25
2623,11.875
2624,9.375
2625,11.5625
2626,10.625
2627,11.1875
2628,12.625
2629,9.0625
2630,10.25
2631,12.5
2632,9.25
2633,11.75
2634,12.625
2635,9.5
2636,12.75
2637,14.9375
2638,13.25
2639,10.75
2640,11.3125
2641,10.0625
2642,14.25
2643,12.4375
2644,12.625
2645,10.375
2646,12.9375
2647,10.5625
2648,11.75
2649,12.125
2650,12.0
2651,11.75
2652,9.4375
2653,14.25
2654,12.375
2655,10.6875
2656,13.75
2657,11.125
2658,8.25
2659,9.75
2660,12.1875
2661,8.125
2662,8.875
2663,12.5
2664,10.375
2665,14.1875
2666,14.75
2667,11.625
2668,9.3125
2669,10.625
2670,10.0
2671,13.0
2672,11.125
2673,9.25
2674,11.625
2675,8.875
2676,10.625
2677,10.75
2678,11.875
2679,10.4375
2680,13.75
2681,14.25
2682,12.375
2683,11.375
2684,9.75
2685,14.375
2686,11.25
2687,9.0
2688,13.25
2689,9.375
2690,11.0
2691,9.5
2692,11.8125
2693,10.375
2694,11.75
2695,9.25
2696,9.75
2697,10.4375
2698,9.8125
2699,12.625
2700,10.625
2701,12.25
2702,9.625
2703,9.0625
2704,12.125
2705,11.625
2706,8.625
2707,11.75
2708,10.125
2709,10.125
2710,9.25
2711,10.0
2712,11.0
2713,13.75
2714,9.5625
2715,13.6875
2716,9.0
2717,16.375
2718,13.5
2719,10.75
2720,8.3125
2721,11.625
2722,11.0625
2723,10.5
2724,10.875
2725,12.125
2726,11.5625
2727,11.375
2728,9.9375
2729,10.0
2730,14.75
2731,12.375
2732,8.0
2733,11.8125
2734,12.0
2735,11.5
2736,13.5
2737,12.875
2738,14.1875
2739,12.375
2740,9.8125
2741,9.25
2742,8.875
2743,10.5625
2744,12.9375
2745,11.625
2746,10.875
2747,10.375
2748,10.1875
2749,11.0
2750,13.1875
2751,14.25
2752,8.75
2753,10.5
2754,13.5
2755,7.40625
2756,9.625
2757,9.0
2758,10.625
2759,12.1875
2760,12.75
2761,8.125
2762,9.5
2763,11.375
2764,10.75
2765,12.0
2766,11.625
2767,9.875
2768,11.125
2769,9.375
2770,9.125
2771,10.125
2772,9.5625
2773,13.0
2774,13.125
2775,9.875
2776,9.4375
2777,11.5
2778,9.0625
2779,13.125
2780,9.875
2781,15.0
2782,10.6875
2783,11.75
2784,8.75
2785,10.375
2786,10.1875
2787,14.25
2788,8.6875
2789,10.8125
2790,11.375
2791,14.125
2792,11.6875
2793,12.0
2794,8.6875
2795,13.125
2796,10.375
2797,14.5
2798,11.8125
2799,11.5625
2800,13.25
2801,13.25
2802,10.5
2803,11.875
2804,11.625
2805,9.125
2806,10.5
2807,11.375
2808,7.5
2809,11.8125
2810,10.875
2811,11.9375
2812,13.625
2813,12.75
2814,9.875
2815,8.125
2816,11.375
2817,11.25
2818,9.625
2819,10.75
2820,8.125
2821,9.75
2822,15.375
2823,13.25
2824,8.875
2825,13.75
2826,9.875
2827,13.3125
2828,12.0625
2829,11.625
2830,10.125
2831,11.4375
2832,14.0
2833,11.25
2834,13.3125
2835,11.5
2836,12.0
2837,8.0625
2838,11.25
2839,10.625
2840,10.6875
2841,11.875
2842,11.875
2843,8.875
2844,12.0
2845,11.75
2846,13.4375
2847,13.625
2848,11.625
2849,10.0
2850,13.375
2851,11.6875
2852,8.75
2853,11.5
2854,9.75
2855,15.25
2856,12.375
2857,11.3125
2858,13.0
2859,11.125
2860,12.0625
2861,11.5
2862,8.5
2863,13.0
2864,12.875
2865,11.5625
2866,11.25
2867,12.125
2868,14.5
2869,11.125
2870,8.0625
2871,12.125
2872,12.5
2873,12.25
2874,11.75
2875,11.875
2876,11.6875
2877,13.875
2878,11.25
2879,13.375
2880,11.75
2881,7.5625
2882,9.6875
2883,13.5
2884,13.5
2885,11.0625
2886,11.875
2887,12.1875
2888,12.875
2889,10.5625
2890,12.5
2891,14.25
2892,10.6875
2893,12.4375
2894,15.0
2895,10.8125
2896,13.875
2897,8.5625
2898,11.125
2899,11.5
2900,8.75
2901,9.125
2902,13.625
2903,11.625
2904,9.0625
2905,10.625
2906,9.0
2907,11.0
2908,12.5
2909,10.75
2910,13.375
2911,10.4375
2912,11.125
2913,11.3125
2914,9.625
2915,10.875
2916,12.8125
2917,10.0
2918,10.125
2919,12.125
2920,11.375
2921,10.0
2922,12.5
2923,13.25
2924,8.9375
2925,12.0
2926,10.0
2927,13.875
2928,12.875
2929,11.0
2930,12.5
2931,8.1875
2932,10.4375
2933,10.375
2934,9.375
2935,12.4375
2936,11.5
2937,9.25
2938,11.0625
2939,7.9375
2940,10.625
2941,11.625
2942,10.875
2943,12.875
2944,13.375
2945,7.0625
2946,10.25
2947,8.1875
2948,10.6875
2949,13.3125
2950,8.3125
2951,12.75
2952,14.0625
2953,10.0
2954,12.375
2955,10.125
2956,11.375
2957,12.0
2958,11.4375
2959,11.875
2960,12.125
2961,8.375
2962,10.5
2963,12.6875
2964,7.875
2965,13.75
2966,9.5
2967,10.375
2968,12.4375
2969,13.125
2970,12.8125
2971,12.0
2972,8.4375
2973,10.6875
2974,10.4375
2975,12.0625
2976,11.5625
2977,14.875
2978,11.875
2979,13.5
2980,8.625
2981,7.6875
2982,12.5
2983,13.625
2984,11.375
2985,12.25
2986,8.8125
2987,10.5
2988,10.9375
2989,8.1875
2990,8.375
2991,12.25
2992,11.875
2993,13.3125
2994,11.3125
2995,15.0
2996,11.75
2997,13.25
2998,12.25
2999,9.5
3000,11.0625
3001,13.0
3002,11.625
3003,11.625
3004,12.3125
3005,8.5
3006,13.75
3007,10.25
3008,12.0
3009,8.875
3010,13.25
3011,13.875
3012,11.0
3013,14.75
3014,9.625
3015,10.375
3016,11.875
3017,13.0
3018,11.75
3019,7.65625
3020,10.75
3021,12.0
3022,7.875
3023,11.25
3024,11.25
3025,11.125
3026,12.75
3027,8.75
3028,8.125
3029,7.65625
3030,11.625
3031,11.75
3032,12.5625
3033,9.25
3034,12.8125
3035,11.0
3036,14.125
3037,12.25
3038,11.5625
3039,12.0
3040,11.125
3041,11.375
3042,12.25
3043,10.0
3044,9.8125
3045,11.3125
3046,9.875
3047,12.375
3048,11.125
3049,12.375
3050,11.625
3051,11.125
3052,10.0
3053,9.625
3054,9.875
3055,11.875
3056,11.3125
3057,11.75
3058,8.3125
3059,12.375
3060,12.375
3061,12.5
3062,9.625
3063,10.75
3064,12.375
3065,10.4375
3066,11.0
3067,10.625
3068,12.5625
3069,10.75
3070,11.375
3071,12.625
3072,12.1875
3073,12.625
3074,8.6875
3075,12.375
3076,10.0
3077,10.875
3078,9.375
3079,12.3125
3080,9.875
3081,12.0
3082,11.75
3083,10.625
3084,11.375
3085,10.125
3086,8.25
3087,13.0
3088,13.375
3089,10.875
3090,10.5
3091,10.125
3092,12.125
3093,9.625
3094,9.75
3095,11.4375
3096,12.0625
3097,12.8125
3098,12.0
3099,13.0
3100,11.25
3101,11.875
3102,11.4375
3103,9.0
3104,12.625
3105,10.625
3106,10.625
3107,12.375
3108,11.25
3109,14.0
3110,9.875
3111,8.5625
3112,12.375
3113,10.75
3114,12.375
3115,10.375
3116,11.0
3117,11.375
3118,9.125
3119,13.6875
3120,8.3125
3121,11.25
3122,9.125
3123,9.9375
3124,10.3125
3125,10.625
3126,11.875
3127,13.5
3128,14.75
3129,10.5
3130,11.0
3131,10.5
3132,10.8125
3133,10.5
3134,14.4375
3135,11.25
3136,12.25
3137,11.75
3138,11.1875
3139,12.875
3140,9.125
3141,10.875
3142,10.25
3143,11.8125
3144,14.0
3145,11.75
3146,10.375
3147,10.75
3148,10.75
3149,12.0
3150,12.0
3151,10.25
3152,8.625
3153,11.25
3154,12.5
3155,14.4375
3156,13.3125
3157,12.5625
3158,13.625
3159,12.875
3160,7.71875
3161,14.625
3162,12.0625
3163,12.375
3164,11.6875
3165,14.0
3166,11.625
3167,13.5
3168,8.625
3169,11.125
3170,11.25
3171,12.125
3172,10.875
3173,10.5
3174,12.6875
3175,10.1875
3176,10.25
3177,12.0625
3178,12.875
3179,11.25
3180,14.125
3181,14.0
3182,12.375
3183,7.5
3184,13.375
3185,11.75
3186,11.75
3187,10.1875
3188,12.0
3189,10.5
3190,10.3125
3191,13.8125
3192,10.875
3193,12.125
3194,9.5
3195,11.3125
3196,10.625
3197,11.75
3198,7.75
3199,11.25
3200,11.875
3201,10.875
3202,11.9375
3203,11.875
3204,11.375
3205,13.25
3206,14.75
3207,10.0
3208,9.625
3209,13.375
3210,10.1875
3211,9.25
3212,9.75
3213,14.25
3214,12.5
3215,12.625
3216,13.25
3217,9.125
3218,9.8125
3219,13.625
3220,9.75
3221,12.25
3222,9.875
3223,10.6875
3224,11.6875
3225,11.8125
3226,8.625
3227,9.625
3228,11.9375
3229,10.875
3230,10.25
3231,12.75
3232,13.4375
3233,10.75
3234,10.6875
3235,11.625
3236,10.25
3237,10.75
3238,9.875
3239,11.875
3240,7.3125
3241,11.375
3242,11.125
3243,13.25
3244,14.125
3245,11.5625
3246,11.25
3247,10.9375
3248,10.125
3249,9.875
3250,14.3125
3251,11.125
3252,12.125
3253,10.3125
3254,11.875
3255,10.375
3256,9.5
3257,11.875
3258,13.0625
3259,10.5
3260,14.0
3261,11.25
3262,12.4375
3263,11.5625
3264,9.75
3265,11.5
3266,12.625
3267,12.0
3268,11.625
3269,10.0625
3270,10.6875
3271,11.5625
3272,12.0
3273,11.5
3274,12.0625
3275,10.5
3276,12.0
3277,11.375
3278,11.875
3279,9.8125
3280,9.125
3281,9.875
3282,10.625
3283,12.5625
3284,11.8125
3285,12.125
3286,10.25
3287,12.8125
3288,7.0
3289,10.875
3290,12.8125
3291,10.0
3292,8.875
3293,10.375
3294,9.5
3295,9.125
3296,11.625
3297,12.4375
3298,13.625
3299,10.1875
3300,10.125
3301,9.9375
3302,8.875
3303,9.8125
3304,10.625
3305,10.875
3306,9.875
3307,10.0
3308,13.25
3309,10.375
3310,13.5
3311,11.375
3312,10.5625
3313,10.25
3314,12.0
3315,12.75
3316,13.0625
3317,9.6875
3318,12.1875
3319,12.375
3320,9.625
3321,13.875
3322,13.3125
3323,11.5625
3324,12.9375
3325,12.3125
3326,11.0
3327,11.4375
3328,12.75
3329,10.25
3330,12.125
3331,9.125
3332,11.875
3333,12.5
3334,11.5
3335,11.25
3336,12.25
3337,11.25
3338,12.125
3339,10.625
3340,12.0
3341,11.75
3342,10.25
3343,14.5625
3344,12.875
3345,7.9375
3346,11.6875
3347,9.75
3348,8.25
3349,9.0
3350,13.375
3351,10.625
3352,12.125
3353,11.0
3354,14.125
3355,8.4375
3356,9.75
3357,10.875
3358,8.25
3359,11.0
3360,11.0
3361,8.75
3362,8.125
3363,9.625
3364,11.875
3365,9.375
3366,11.125
3367,9.4375
3368,14.4375
3369,10.625
3370,11.125
3371,8.625
3372,11.25
3373,11.4375
3374,11.5
3375,11.8125
3376,12.3125
3377,8.75
3378,9.375
3379,9.25
3380,10.3125
3381,11.875
3382,10.625
3383,10.6875
3384,11.375
3385,12.375
3386,11.0
3387,8.625
3388,11.0625
3389,10.75
3390,11.125
3391,9.75
3392,9.875
3393,10.5625
3394,11.4375
3395,12.9375
3396,10.625
3397,14.1875
3398,8.25
3399,12.625
3400,11.5
3401,12.375
3402,12.75
3403,10.75
3404,13.125
3405,15.1875
3406,8.625
3407,9.0
3408,11.375
3409,12.0625
3410,9.625
3411,10.6875
3412,12.375
3413,10.25
3414,8.8125
3415,9.5
3416,11.625
3417,9.4375
3418,11.25
3419,11.125
3420,11.875
3421,9.5
3422,11.625
3423,12.3125
3424,10.875
3425,10.25
3426,12.625
3427,11.375
3428,8.5
3429,11.0625
3430,11.4375
3431,12.4375
3432,10.125
